experience_years,course_grades,projects_completed,extracurriculars,job_offer,C++,Data Analysis,Java,Machine Learning,Python,SQL
5,84.66,0,1,0,0,3,0,0,3,3
5,72.64,2,1,1,0,0,1,0,0,0
3,61.83,7,2,1,3,0,0,3,3,0
2,85.29,2,4,0,0,0,3,3,0,3
4,74.94,1,2,0,0,0,1,0,0,0
2,96.3,0,3,0,0,0,2,0,0,2
1,61.4,8,0,1,0,2,2,0,0,0
0,61.56,9,3,1,0,3,3,0,3,0
0,97.97,2,4,0,0,1,0,0,0,0
5,98.59,6,1,1,0,2,0,0,0,2
4,61.11,9,4,0,0,1,0,0,0,0
2,88.64,2,3,1,0,2,0,0,0,2
5,68.86,7,1,1,2,0,0,0,2,0
3,88.06,8,0,0,0,3,0,0,3,3
5,94.75,7,2,0,0,0,3,0,3,3
3,64.03,4,0,0,2,0,0,2,0,0
3,69.55,9,2,1,3,3,0,0,3,0
1,60.96,1,0,1,0,1,0,0,0,0
1,61.75,5,1,0,0,0,2,0,0,2
3,61.18,7,1,0,0,0,0,2,0,2
4,92.03,1,1,1,0,0,0,3,3,3
1,71.93,5,2,1,0,1,0,0,0,0
1,79.73,6,1,1,0,3,3,3,0,0
0,91.51,8,4,1,0,1,0,0,0,0
5,79.8,8,2,0,0,0,0,0,0,1
0,77.17,1,1,0,0,0,0,0,0,1
4,60.46,0,1,0,3,3,0,3,0,0
1,82.72,6,0,0,0,0,0,2,0,2
1,64.99,5,4,1,0,0,1,0,0,0
2,90.59,9,4,0,0,2,0,0,2,0
4,70.31,9,2,1,2,0,0,0,0,2
5,86.97,9,4,0,0,0,2,0,0,2
5,85.85,3,1,1,3,3,3,0,0,0
5,84.67,8,2,0,0,0,0,1,0,0
4,70.68,0,3,1,0,3,0,0,3,3
2,70.68,6,0,0,0,0,0,1,0,0
2,94.52,4,0,0,0,0,0,2,0,2
0,60.51,4,3,1,0,3,3,0,0,3
4,67.26,5,2,0,3,0,0,3,0,3
4,84.41,1,3,1,2,0,0,0,2,0
2,92.68,2,4,0,3,0,3,3,0,0
3,74.33,8,1,1,0,2,0,0,0,2
3,86.14,3,3,1,0,1,0,0,0,0
0,82.29,5,3,1,0,1,0,0,0,0
3,62.58,2,4,0,0,0,0,3,3,3
3,84.87,2,2,1,3,3,3,0,0,0
3,92.56,8,1,1,0,0,1,0,0,0
1,99.7,8,1,0,0,3,3,0,0,3
0,61.19,2,0,0,0,2,0,0,2,0
2,86.4,2,1,1,0,0,3,0,3,3
3,76.58,5,1,1,3,3,0,0,3,0
5,60.39,0,1,0,0,0,0,2,2,0
1,84.57,4,1,1,0,2,2,0,0,0
3,64.9,8,4,0,0,0,0,2,2,0
1,75.14,8,0,1,0,0,0,2,2,0
0,70.45,7,3,0,0,0,2,0,2,0
5,74.45,5,0,1,0,3,3,0,3,0
5,79.71,8,2,1,0,3,3,0,3,0
5,74.37,2,3,1,0,0,1,0,0,0
3,82.11,8,0,1,0,0,0,1,0,0
1,69.55,7,0,0,3,3,0,3,0,0
5,85.41,0,0,0,2,0,2,0,0,0
4,94.15,8,0,1,0,0,0,0,1,0
4,68.96,7,0,1,0,1,0,0,0,0
1,80.32,7,0,0,0,0,2,0,0,2
3,85.95,5,4,0,0,0,2,2,0,0
3,82.59,8,4,1,2,0,0,0,0,2
0,74.63,7,3,1,2,0,0,0,2,0
0,85.69,1,1,1,0,3,0,3,3,0
5,61.13,5,0,0,2,0,0,0,0,2
2,74.8,7,1,1,0,0,2,0,0,2
0,81.3,5,4,1,3,3,0,3,0,0
3,60.82,8,2,1,0,0,0,0,0,1
2,80.31,4,0,0,2,2,0,0,0,0
0,86.17,7,3,1,0,0,0,1,0,0
1,90.37,9,1,0,0,0,0,0,1,0
4,64.53,1,3,0,0,0,0,2,0,2
0,99.62,4,0,1,0,0,0,1,0,0
0,84.25,0,1,1,3,3,0,0,0,3
1,74.53,4,1,0,3,3,0,3,0,0
3,69.96,6,0,1,0,0,3,0,3,3
5,82.92,0,2,1,3,0,0,3,3,0
1,95.27,9,0,1,0,0,1,0,0,0
5,80.82,2,3,0,0,0,2,0,2,0
0,86.46,5,4,0,0,0,0,1,0,0
3,74.31,0,4,1,1,0,0,0,0,0
2,75.53,2,4,0,0,0,2,0,0,2
0,71.45,7,1,0,2,0,0,2,0,0
1,88.23,8,1,1,0,1,0,0,0,0
2,74.37,6,0,0,0,0,0,1,0,0
4,67.63,3,1,1,0,0,0,2,2,0
2,74.78,6,3,0,0,2,0,0,2,0
1,94.15,6,0,1,2,0,0,0,2,0
2,89.53,6,3,0,2,0,0,2,0,0
1,73.39,7,4,1,0,3,0,3,3,0
0,96.27,3,3,0,0,0,0,1,0,0
3,62.99,3,4,0,3,3,0,0,3,0
4,61.99,8,1,1,0,0,0,1,0,0
3,65.1,7,0,0,3,3,0,0,0,3
3,64.66,3,2,0,0,2,2,0,0,0
3,63.51,5,3,1,3,3,0,0,0,3
1,86.45,8,0,1,1,0,0,0,0,0
1,84.03,5,2,1,0,0,3,3,3,0
4,85.9,4,0,1,0,0,0,3,3,3
1,87.53,6,2,0,0,0,0,0,1,0
5,90.28,1,0,0,3,0,0,3,0,3
1,68.29,7,4,0,0,0,0,2,2,0
1,84.89,6,2,1,0,0,1,0,0,0
1,83.2,5,0,1,0,0,1,0,0,0
0,97.75,2,2,0,0,0,0,0,0,1
4,69.29,8,4,0,0,0,2,2,0,0
5,62.35,1,2,0,0,3,3,0,0,3
1,86.14,3,2,1,0,3,0,3,3,0
4,89.61,1,0,1,0,3,3,0,3,0
2,71.33,5,3,1,0,0,0,2,0,2
0,82.83,6,4,1,0,0,0,3,3,3
1,62.38,8,0,1,0,1,0,0,0,0
5,98.4,5,1,1,0,0,3,0,3,3
0,64.4,5,2,0,2,0,0,2,0,0
5,62.7,4,1,1,0,3,0,3,3,0
0,61.76,9,0,0,0,3,3,3,0,0
2,77.09,9,3,1,0,0,0,1,0,0
4,63.89,3,4,1,3,3,0,3,0,0
0,89.79,9,0,0,2,2,0,0,0,0
3,95.95,3,3,1,0,1,0,0,0,0
2,70.41,3,0,1,0,0,2,2,0,0
3,85.15,4,3,0,0,0,3,0,3,3
2,61.69,0,1,1,0,0,2,0,2,0
3,75.46,1,3,1,3,0,3,3,0,0
3,71.72,2,4,0,3,0,0,3,0,3
5,69.14,6,1,1,0,3,3,0,3,0
0,85.79,0,2,0,0,0,3,3,3,0
0,65.21,2,1,0,0,2,2,0,0,0
2,94.43,6,1,1,3,0,3,3,0,0
4,86.59,5,2,1,3,0,3,0,3,0
5,88.43,1,1,0,0,0,2,2,0,0
0,97.41,3,1,0,0,0,0,0,1,0
0,97.69,0,2,0,0,0,0,0,2,2
5,82.07,4,2,0,0,0,0,2,2,0
1,79.82,1,4,1,0,0,3,0,3,3
5,73.42,7,1,1,0,0,0,0,1,0
0,88.62,9,1,1,1,0,0,0,0,0
4,81.53,5,1,0,3,0,0,0,3,3
1,97.32,0,4,1,2,2,0,0,0,0
3,69.55,1,1,1,2,0,0,0,2,0
5,72.41,3,2,1,0,3,3,3,0,0
3,72.64,2,2,1,0,0,1,0,0,0
1,92.24,8,2,1,0,0,1,0,0,0
1,63.96,0,2,1,3,3,0,0,0,3
1,78.23,6,3,0,0,0,0,0,2,2
2,77.1,8,2,0,0,3,3,3,0,0
5,62.93,8,4,0,3,0,3,0,3,0
4,76.43,5,3,1,1,0,0,0,0,0
4,80.54,6,1,1,2,0,0,2,0,0
3,62.6,7,2,1,0,0,0,2,2,0
3,80.39,2,1,1,3,0,3,0,0,3
3,98.37,4,2,0,3,0,3,0,0,3
5,99.16,3,2,0,2,0,0,0,2,0
0,81.27,8,3,1,1,0,0,0,0,0
3,80.6,8,2,1,2,0,0,2,0,0
1,71.42,3,2,0,0,2,0,0,0,2
3,99.88,1,0,1,0,1,0,0,0,0
1,70.97,0,4,0,0,3,3,0,0,3
2,78.12,2,4,1,0,0,2,0,0,2
0,60.12,1,1,0,2,0,0,0,0,2
0,73.97,4,1,0,0,2,0,2,0,0
5,62.86,5,3,1,0,3,3,0,0,3
5,89.75,8,1,0,3,0,0,3,3,0
4,82.44,3,0,1,0,0,0,3,3,3
2,82.89,3,1,1,0,0,0,0,1,0
5,71.46,3,2,1,0,0,0,0,0,1
1,92.6,0,1,0,3,3,3,0,0,0
2,60.13,2,1,0,0,0,0,1,0,0
0,73.34,3,2,0,0,0,0,0,2,2
1,86.38,0,0,0,2,0,0,0,0,2
2,96.32,4,4,1,3,3,0,0,3,0
0,69.38,9,0,1,3,0,0,0,3,3
5,81.64,8,0,1,0,0,3,3,3,0
1,81.52,0,3,0,0,3,3,0,3,0
1,94.97,6,3,1,3,0,3,0,0,3
0,62.02,1,2,1,0,2,0,0,2,0
1,76.98,9,3,0,1,0,0,0,0,0
5,67.3,8,4,0,2,0,0,2,0,0
5,60.86,3,2,0,0,0,1,0,0,0
5,65.88,2,3,0,3,3,0,0,0,3
0,99.06,6,1,1,0,1,0,0,0,0
3,68.59,5,3,0,0,0,1,0,0,0
3,97.4,9,4,1,0,3,3,3,0,0
1,68.21,7,3,0,0,0,0,2,0,2
5,97.25,8,2,0,0,0,0,0,0,1
1,86.18,6,1,0,2,0,0,0,2,0
0,64.53,5,2,1,0,0,0,0,2,2
1,83.28,7,1,0,2,2,0,0,0,0
4,72.74,8,1,1,3,3,3,0,0,0
3,75.33,7,4,1,0,0,0,1,0,0
1,77.61,5,0,1,0,0,3,3,3,0
1,76.91,7,4,0,0,2,2,0,0,0
2,86.56,8,0,1,2,0,0,0,2,0
1,90.73,5,0,0,0,1,0,0,0,0
4,73.17,5,4,1,3,3,3,0,0,0
3,96.97,1,3,1,3,3,0,3,0,0
2,97.54,8,4,1,3,3,0,0,0,3
0,61.63,7,2,0,0,2,2,0,0,0
0,60.6,4,2,0,0,1,0,0,0,0
3,77.0,9,2,0,0,0,2,0,2,0
0,83.63,2,2,0,0,3,0,3,0,3
4,71.12,8,0,1,2,0,0,2,0,0
1,70.38,9,0,0,3,0,3,0,3,0
3,87.13,6,4,0,0,3,3,0,3,0
2,84.07,8,1,1,0,1,0,0,0,0
1,66.69,6,1,0,0,0,3,0,3,3
0,95.38,7,0,1,0,3,3,0,3,0
0,87.2,9,3,0,0,0,2,0,0,2
2,74.5,4,0,0,0,1,0,0,0,0
4,87.34,9,3,1,0,3,0,0,3,3
2,64.51,9,1,0,0,2,0,0,0,2
3,78.73,5,0,1,0,0,0,2,2,0
2,66.76,7,4,1,0,3,3,0,0,3
0,61.66,6,2,0,0,0,0,0,0,1
4,73.53,0,1,1,0,0,0,0,1,0
4,66.03,9,0,1,0,0,0,0,0,1
5,85.34,3,0,1,0,0,2,0,2,0
2,86.96,7,2,0,0,0,1,0,0,0
3,65.95,8,1,0,3,0,3,3,0,0
0,60.98,5,4,0,0,0,0,0,0,1
1,91.71,3,4,0,0,0,0,3,3,3
4,60.08,1,4,1,2,0,0,2,0,0
2,73.76,8,1,1,3,3,0,0,0,3
5,79.78,0,4,1,1,0,0,0,0,0
3,92.75,4,3,0,3,0,3,3,0,0
3,93.54,7,0,0,0,0,1,0,0,0
0,89.0,3,3,0,0,1,0,0,0,0
4,69.89,0,1,0,0,0,0,2,2,0
0,88.81,3,4,0,0,0,2,2,0,0
5,69.86,4,4,1,0,0,0,2,0,2
1,68.58,4,4,1,0,0,2,0,0,2
1,81.89,0,2,0,2,2,0,0,0,0
1,87.15,1,2,1,0,1,0,0,0,0
3,62.12,5,4,1,0,3,3,3,0,0
4,62.4,9,0,1,0,0,0,0,1,0
0,91.37,4,2,0,3,0,3,0,0,3
0,94.38,8,1,1,0,0,0,1,0,0
5,84.18,6,4,0,3,3,0,0,0,3
1,77.15,4,0,1,0,2,2,0,0,0
4,93.81,8,2,0,0,0,2,0,2,0
4,89.15,0,1,0,0,2,2,0,0,0
5,83.18,2,2,0,0,0,0,1,0,0
2,72.79,1,1,0,2,0,0,0,2,0
4,67.92,6,4,0,1,0,0,0,0,0
4,76.75,8,0,0,0,1,0,0,0,0
0,71.47,1,3,0,0,0,2,2,0,0
5,73.57,5,2,0,0,0,1,0,0,0
4,80.63,1,0,1,0,1,0,0,0,0
4,66.76,2,3,0,0,0,0,2,0,2
0,92.25,0,4,1,0,0,0,1,0,0
4,65.82,5,1,0,2,2,0,0,0,0
0,79.24,1,4,0,0,0,0,2,2,0
2,89.84,2,0,0,3,0,3,0,3,0
3,79.4,5,0,1,0,2,2,0,0,0
0,74.44,5,2,1,0,3,3,0,3,0
0,79.0,3,3,0,0,1,0,0,0,0
4,93.95,0,3,1,3,0,0,3,3,0
0,99.62,6,2,1,1,0,0,0,0,0
5,85.25,1,4,1,0,2,2,0,0,0
1,91.74,5,3,1,0,3,0,3,0,3
1,60.58,6,4,0,0,0,0,0,2,2
2,95.21,1,1,1,0,0,0,1,0,0
0,98.16,5,0,1,3,0,0,3,0,3
5,83.01,0,1,1,0,0,1,0,0,0
4,90.15,5,2,1,0,0,0,3,3,3
4,80.51,7,3,0,0,0,0,3,3,3
3,71.45,7,1,0,3,0,0,3,3,0
2,94.09,6,0,0,2,2,0,0,0,0
5,83.87,3,3,0,0,3,3,0,3,0
5,83.18,3,4,1,0,0,0,0,2,2
4,86.37,4,3,1,0,0,0,2,2,0
3,94.24,7,0,1,3,0,0,0,3,3
4,89.28,3,3,1,0,3,3,0,0,3
3,68.44,8,1,0,0,3,0,3,3,0
1,78.67,2,2,0,3,0,3,0,0,3
5,99.21,8,1,1,0,2,0,0,2,0
1,82.18,1,3,0,2,2,0,0,0,0
4,97.53,5,4,0,0,3,0,3,0,3
2,92.53,4,3,0,0,2,2,0,0,0
0,86.64,4,0,1,1,0,0,0,0,0
2,73.97,5,1,1,0,0,2,0,2,0
2,72.17,9,1,0,0,0,3,3,0,3
0,85.74,6,3,0,0,0,3,3,0,3
5,77.3,3,2,1,0,2,0,0,0,2
1,91.95,3,3,0,1,0,0,0,0,0
1,90.42,8,2,0,0,0,0,0,1,0
5,72.49,3,3,0,3,0,3,0,3,0
0,88.11,7,1,1,0,0,0,3,3,3
3,79.78,9,2,0,0,0,1,0,0,0
2,72.93,0,0,0,0,3,0,0,3,3
4,76.52,3,2,1,3,3,0,0,3,0
1,95.81,1,4,1,2,0,0,0,2,0
5,74.38,9,0,0,0,0,0,2,0,2
4,71.5,4,3,1,0,0,1,0,0,0
0,74.07,1,4,1,3,0,3,0,3,0
4,68.58,6,0,0,0,0,0,0,0,1
4,81.79,9,3,0,0,0,0,2,0,2
2,65.9,6,2,0,0,0,0,0,2,2
0,92.7,8,3,1,0,0,0,1,0,0
4,69.02,3,1,1,0,3,3,0,0,3
1,83.92,4,0,0,0,3,3,0,3,0
0,65.0,2,2,1,0,0,0,1,0,0
1,99.14,6,3,1,0,0,0,3,3,3
5,78.18,4,2,0,0,0,3,0,3,3
5,92.89,8,2,1,0,0,0,0,1,0
3,90.75,6,0,1,2,0,0,2,0,0
5,88.55,3,2,1,0,0,0,0,1,0
4,93.09,6,0,1,1,0,0,0,0,0
0,64.02,0,2,1,3,0,3,0,0,3
5,87.14,1,2,1,0,0,0,0,0,1
1,70.63,2,3,0,1,0,0,0,0,0
4,91.43,4,4,0,0,3,3,0,0,3
5,98.27,4,0,0,0,0,3,3,3,0
2,96.06,6,1,1,0,0,3,0,3,3
1,64.6,8,0,0,0,1,0,0,0,0
1,74.78,9,2,0,0,0,0,0,0,1
3,74.57,8,4,0,0,1,0,0,0,0
2,64.89,5,0,1,1,0,0,0,0,0
3,63.93,6,2,0,2,0,0,2,0,0
5,75.4,7,1,0,0,0,1,0,0,0
2,99.68,3,3,1,0,0,3,3,0,3
1,82.76,6,3,1,0,0,2,0,2,0
3,84.87,5,0,0,2,2,0,0,0,0
4,78.84,7,0,1,0,0,2,0,0,2
2,86.49,0,1,1,0,3,0,3,0,3
1,98.27,4,3,0,0,1,0,0,0,0
0,83.55,2,2,0,0,0,0,3,3,3
2,62.6,8,0,0,0,0,1,0,0,0
2,79.72,8,4,0,0,0,0,1,0,0
5,99.71,2,3,1,0,2,0,0,0,2
4,75.5,9,2,0,0,0,0,0,0,1
5,83.76,1,3,1,3,0,3,3,0,0
2,64.27,4,1,1,0,3,0,0,3,3
2,65.65,3,4,0,0,0,0,0,0,1
4,94.99,6,2,1,0,0,0,0,0,1
4,72.01,7,2,0,3,0,0,3,3,0
3,72.22,3,0,0,0,0,0,2,2,0
1,75.49,2,1,1,0,0,0,2,2,0
1,98.66,8,1,0,0,0,1,0,0,0
3,63.38,7,2,1,2,0,2,0,0,0
1,92.75,6,3,1,0,0,0,0,1,0
2,73.66,7,2,0,3,0,0,0,3,3
3,93.98,7,2,1,2,0,0,0,0,2
3,99.67,9,2,1,0,3,3,0,3,0
1,73.95,7,2,0,3,3,0,0,3,0
0,65.17,0,2,1,0,0,0,0,2,2
1,65.78,3,2,1,0,0,1,0,0,0
5,90.35,9,3,1,3,3,0,0,0,3
0,65.8,6,4,0,0,3,0,3,0,3
3,70.42,5,4,1,3,3,0,0,0,3
0,68.18,2,0,0,1,0,0,0,0,0
2,74.23,2,4,0,0,0,0,2,0,2
4,62.97,3,3,1,2,2,0,0,0,0
0,94.27,9,2,1,1,0,0,0,0,0
5,94.41,5,1,1,0,0,1,0,0,0
4,76.52,0,3,0,2,0,0,0,2,0
2,84.48,9,1,1,2,0,0,0,0,2
5,85.68,3,0,1,0,0,1,0,0,0
4,89.97,8,3,0,0,0,0,1,0,0
2,80.83,6,2,1,0,0,0,1,0,0
4,80.41,5,2,1,0,0,1,0,0,0
4,85.25,4,3,1,0,2,0,2,0,0
1,88.12,1,3,0,0,0,0,1,0,0
5,73.87,1,2,0,0,3,3,0,0,3
5,73.21,5,1,1,0,3,0,3,0,3
0,70.79,8,3,1,0,0,0,0,0,1
5,81.95,8,2,0,0,0,0,1,0,0
5,74.41,0,4,1,0,0,0,0,0,1
4,81.61,6,3,1,1,0,0,0,0,0
3,76.24,6,0,0,0,0,1,0,0,0
1,93.47,9,0,1,0,0,0,2,0,2
0,62.93,1,3,0,2,0,0,0,0,2
1,82.89,9,2,0,0,1,0,0,0,0
0,83.02,3,1,0,2,0,0,2,0,0
2,75.35,7,3,0,0,0,0,2,2,0
4,76.84,5,0,1,0,1,0,0,0,0
5,92.01,6,1,1,3,0,3,0,3,0
5,71.23,9,4,1,2,0,0,2,0,0
3,94.86,5,1,0,1,0,0,0,0,0
1,95.85,8,4,0,0,0,2,0,0,2
1,86.02,9,0,1,0,0,3,3,3,0
1,90.91,9,4,1,2,0,2,0,0,0
5,84.52,8,1,1,0,0,2,0,0,2
1,81.01,5,0,0,0,3,3,3,0,0
4,98.67,5,1,0,0,0,1,0,0,0
0,71.31,8,3,1,0,3,3,0,0,3
5,66.17,9,1,0,0,1,0,0,0,0
4,71.5,8,3,0,3,0,0,0,3,3
2,84.59,2,3,0,0,0,1,0,0,0
4,67.41,6,4,1,3,0,3,3,0,0
4,96.35,2,3,1,0,2,0,0,2,0
2,76.44,3,4,1,0,0,0,0,1,0
4,94.0,8,3,0,0,2,0,2,0,0
0,69.97,9,0,0,0,2,0,0,0,2
5,72.53,7,4,0,0,2,0,0,0,2
3,62.37,5,1,1,3,3,3,0,0,0
2,70.31,5,4,1,0,0,0,0,2,2
5,79.61,7,0,1,3,0,0,3,3,0
1,97.85,1,3,1,0,0,0,2,2,0
0,75.56,4,0,1,3,3,0,0,0,3
3,85.59,6,2,1,2,0,0,2,0,0
0,77.11,2,0,1,0,0,2,2,0,0
0,61.87,7,0,0,0,2,0,0,2,0
1,80.14,2,0,0,0,0,3,0,3,3
3,62.64,3,1,1,2,0,2,0,0,0
0,95.35,9,1,1,0,2,0,2,0,0
1,90.12,9,0,0,0,0,0,0,1,0
2,75.15,5,2,1,0,3,0,0,3,3
1,85.61,5,2,0,0,1,0,0,0,0
4,64.48,1,4,1,3,3,0,0,0,3
5,88.1,1,0,1,0,3,3,0,0,3
1,92.91,2,4,1,1,0,0,0,0,0
1,92.87,2,3,1,3,0,3,0,3,0
1,71.37,3,2,0,3,3,0,0,3,0
0,70.55,3,3,1,3,0,0,3,3,0
3,80.86,3,3,0,2,0,0,2,0,0
1,98.71,9,0,0,0,0,1,0,0,0
1,96.82,9,2,0,0,0,2,0,0,2
4,74.39,2,4,0,0,0,0,0,1,0
4,91.19,0,3,0,0,0,0,0,0,1
2,96.85,8,0,0,3,0,0,3,0,3
2,70.44,1,1,1,0,0,2,0,2,0
4,93.21,2,2,0,2,0,0,0,0,2
3,70.72,1,1,1,0,0,3,3,3,0
2,73.73,5,4,1,0,0,3,3,3,0
5,67.95,5,4,1,1,0,0,0,0,0
5,80.28,0,4,1,0,3,0,3,0,3
3,93.73,3,2,0,0,0,3,0,3,3
4,81.12,9,3,0,3,0,0,0,3,3
2,64.94,4,0,1,0,1,0,0,0,0
1,70.07,5,3,0,0,3,0,3,0,3
4,82.51,4,2,0,2,0,2,0,0,0
2,83.33,2,1,1,0,0,3,0,3,3
3,83.08,2,0,0,1,0,0,0,0,0
5,63.08,2,4,0,0,0,2,0,2,0
3,90.15,5,1,1,3,3,0,0,0,3
2,96.38,3,3,0,2,0,0,0,2,0
3,80.42,3,0,0,1,0,0,0,0,0
2,88.75,2,4,0,0,3,0,0,3,3
2,96.56,3,0,0,0,2,0,0,0,2
3,85.7,7,3,1,0,0,0,0,1,0
0,86.97,2,2,1,0,1,0,0,0,0
1,88.86,9,3,1,3,0,0,0,3,3
4,70.42,2,2,0,2,0,0,0,2,0
5,83.31,5,4,0,0,0,1,0,0,0
1,93.69,0,3,1,0,0,0,0,1,0
4,71.85,9,3,0,3,0,0,0,3,3
4,95.89,5,3,1,2,0,0,2,0,0
5,84.82,8,3,0,0,0,0,1,0,0
1,76.93,2,2,1,0,0,2,2,0,0
5,84.93,1,2,1,0,1,0,0,0,0
2,76.07,2,1,0,0,3,0,3,0,3
5,93.52,2,4,0,1,0,0,0,0,0
3,79.29,1,4,1,0,1,0,0,0,0
0,96.05,3,2,1,0,0,0,2,0,2
0,80.39,7,1,0,3,0,3,3,0,0
0,86.41,6,1,0,0,0,0,2,2,0
1,99.91,9,3,0,0,2,2,0,0,0
1,65.88,8,1,0,2,0,0,0,0,2
2,89.47,7,4,1,2,0,0,0,0,2
0,65.55,6,0,1,3,0,3,3,0,0
2,93.55,5,2,1,3,0,0,3,3,0
0,83.86,2,3,1,0,0,3,3,0,3
1,97.53,9,1,0,0,2,0,2,0,0
3,94.64,3,2,0,1,0,0,0,0,0
3,62.99,7,2,1,3,3,0,0,3,0
3,65.49,1,2,0,3,0,3,0,0,3
5,84.05,5,4,1,0,1,0,0,0,0
3,80.73,0,3,1,1,0,0,0,0,0
4,66.74,6,0,1,0,0,2,0,2,0
0,65.17,3,3,1,0,0,2,0,2,0
3,82.56,0,1,0,2,0,0,0,2,0
4,61.96,4,3,0,0,0,0,0,0,1
4,94.95,4,4,1,0,0,1,0,0,0
4,92.28,5,0,1,1,0,0,0,0,0
2,91.41,7,3,1,3,3,0,3,0,0
2,60.64,3,1,0,2,0,2,0,0,0
4,61.91,6,3,0,1,0,0,0,0,0
5,81.99,3,4,0,0,0,1,0,0,0
3,99.78,1,2,1,2,0,0,2,0,0
0,73.69,7,4,0,1,0,0,0,0,0
5,73.77,4,4,1,0,0,2,0,0,2
1,65.37,9,4,0,1,0,0,0,0,0
2,86.97,3,0,0,2,0,2,0,0,0
3,85.87,1,3,1,0,0,0,1,0,0
3,64.05,6,1,0,0,0,0,3,3,3
1,78.7,4,2,0,0,0,0,1,0,0
1,86.68,8,2,1,3,3,0,0,3,0
3,79.74,6,0,1,3,3,0,3,0,0
1,86.97,8,1,1,0,0,1,0,0,0
3,92.65,9,2,1,0,0,2,0,2,0
5,87.43,9,1,1,0,3,3,0,0,3
1,84.64,4,1,0,1,0,0,0,0,0
5,94.14,5,3,0,0,0,3,3,3,0
5,96.02,7,0,0,0,0,0,2,0,2
1,75.56,9,4,0,2,0,0,0,0,2
3,66.93,5,4,0,0,0,0,0,0,1
4,92.71,3,2,1,0,0,0,0,2,2
3,68.55,1,2,0,2,0,0,2,0,0
0,97.16,5,0,0,0,1,0,0,0,0
1,60.92,8,3,0,0,1,0,0,0,0
2,96.85,7,2,0,1,0,0,0,0,0
1,83.57,2,2,0,3,3,0,0,3,0
0,90.99,4,1,1,0,2,0,0,0,2
5,75.94,5,0,1,0,1,0,0,0,0
2,99.67,6,4,1,1,0,0,0,0,0
2,69.1,1,0,1,0,0,1,0,0,0
3,70.57,5,4,1,0,0,0,2,2,0
4,62.06,1,1,0,0,0,2,0,2,0
3,97.62,7,3,1,0,0,1,0,0,0
2,78.24,6,4,0,3,0,0,3,3,0
2,86.99,1,1,0,2,2,0,0,0,0
4,87.5,3,3,0,0,0,0,0,2,2
1,94.98,6,1,0,0,2,2,0,0,0
4,86.6,8,3,1,0,0,2,0,2,0
5,82.48,2,2,1,3,0,0,3,0,3
3,88.41,9,3,0,0,0,0,0,0,1
1,90.04,9,4,1,0,1,0,0,0,0
3,67.44,7,3,1,0,0,0,1,0,0
4,64.39,8,0,1,3,3,0,0,3,0
1,62.99,7,3,1,0,3,0,0,3,3
4,74.96,3,1,1,0,3,3,0,3,0
5,79.92,3,4,0,2,0,2,0,0,0
0,84.63,6,2,0,0,0,0,0,1,0
2,98.32,3,2,0,1,0,0,0,0,0
1,73.23,9,1,1,0,2,0,2,0,0
2,90.43,9,2,1,0,2,0,0,0,2
0,81.25,6,4,1,0,0,2,0,0,2
1,68.8,8,1,0,0,0,0,0,2,2
2,84.61,8,4,1,0,0,0,0,1,0
2,98.69,8,2,0,0,0,0,0,2,2
1,64.97,9,2,1,3,0,0,0,3,3
2,80.29,9,0,1,0,0,2,2,0,0
2,62.06,5,1,1,0,0,0,2,2,0
1,72.85,0,3,0,2,0,0,2,0,0
2,84.82,7,1,0,0,0,0,0,2,2
2,93.64,5,4,0,0,0,1,0,0,0
3,89.21,6,2,0,0,2,0,2,0,0
5,78.51,1,0,0,3,3,0,3,0,0
3,96.37,2,1,1,3,0,3,0,0,3
0,72.11,5,4,0,3,3,3,0,0,0
3,90.16,2,0,0,2,0,0,0,2,0
3,78.96,4,0,0,1,0,0,0,0,0
0,95.95,3,0,0,0,0,3,3,0,3
2,91.9,4,2,1,0,0,0,0,0,1
2,96.06,7,4,0,1,0,0,0,0,0
3,68.57,3,0,1,3,0,0,0,3,3
0,86.73,8,2,1,3,0,3,0,0,3
2,89.54,2,2,1,0,0,3,0,3,3
4,89.7,6,2,1,1,0,0,0,0,0
1,80.16,6,1,1,0,0,0,0,0,1
1,60.45,0,2,0,0,0,0,2,0,2
5,70.46,2,4,1,3,3,0,0,3,0
1,72.93,9,3,0,0,2,2,0,0,0
3,94.08,0,1,1,0,0,1,0,0,0
1,93.64,7,0,1,2,0,0,0,2,0
1,64.19,9,2,1,2,0,0,0,0,2
4,97.99,4,1,1,0,0,0,0,0,1
2,67.3,3,1,0,0,1,0,0,0,0
4,76.57,2,4,1,0,0,2,0,0,2
3,68.61,6,0,1,0,0,1,0,0,0
1,94.41,7,3,0,0,1,0,0,0,0
2,89.98,7,3,0,2,0,0,0,2,0
5,74.14,0,1,0,0,3,0,3,3,0
5,87.28,6,1,0,0,0,0,0,1,0
1,67.37,4,0,0,0,0,0,2,2,0
1,75.29,1,1,1,0,0,0,1,0,0
5,75.08,7,2,1,3,0,0,0,3,3
5,69.52,1,3,0,0,0,0,1,0,0
3,95.05,5,2,0,0,3,3,0,0,3
1,87.15,4,4,0,0,0,0,2,0,2
5,71.2,5,1,1,0,3,3,0,3,0
0,69.68,9,0,1,0,0,0,2,2,0
5,60.72,7,4,0,0,0,2,2,0,0
2,73.86,8,4,0,0,1,0,0,0,0
2,81.07,2,0,0,0,0,0,1,0,0
